sample_id,filename,direction,ssim,psnr,mse,mae,rmse
mri_080,chaos_mri_IMG-0013-00035_slice_000,MRI->CT->MRI,0.8535668951354847,25.19903966310683,0.003020619583303438,0.027104726061224937,0.05496016360331761
mri_081,chaos_mri_IMG-0023-00028_slice_000,MRI->CT->MRI,0.9577682057352066,32.73165928936522,0.0005331311655479545,0.011338119395077229,0.02308963329176006
mri_082,chaos_mri_IMG-00012-0042_slice_000,MRI->CT->MRI,0.9488072075586319,30.11312570308901,0.0009742881708949199,0.016903815791010857,0.031213589522753063
mri_083,chaos_mri_IMG-0013-00074_slice_000,MRI->CT->MRI,0.880295649637285,30.49409498661699,0.0008924635780481039,0.015212765894830227,0.029874128908607592
mri_084,chaos_mri_IMG-00007-0088_slice_000,MRI->CT->MRI,0.9534732520546093,30.61921184112949,0.0008671192265255121,0.012876110151410103,0.029446888231619856
mri_085,chaos_mri_IMG-0022-00052_slice_000,MRI->CT->MRI,0.9461471136260032,33.614654390840485,0.0004350453799251897,0.01143657136708498,0.020857741486680424
mri_086,chaos_mri_IMG-0031-00012_slice_000,MRI->CT->MRI,0.9150164092264176,30.527653326274997,0.0008855940038465409,0.01653888262808323,0.02975893149705716
mri_087,chaos_mri_IMG-0017-00054_slice_000,MRI->CT->MRI,0.9329899348874092,32.64983315079688,0.0005432712027283908,0.012438101693987846,0.023308178880564454
mri_088,chaos_mri_IMG-00012-0084_slice_000,MRI->CT->MRI,0.936312373726368,28.914142320677914,0.0012840613320897311,0.020191172137856483,0.03583380152997629
mri_089,chaos_mri_IMG-0012-00066_slice_000,MRI->CT->MRI,0.948342947415039,32.2537008317417,0.0005951547674351838,0.010015099309384823,0.024395794052155462
mri_090,chaos_mri_IMG-0073-00004_slice_000,MRI->CT->MRI,0.9356277047715187,31.19306598231482,0.0007597896999512653,0.011555827222764492,0.027564283048018234
mri_091,chaos_mri_IMG-0022-00048_slice_000,MRI->CT->MRI,0.9540120298657417,33.5308825022414,0.00044351851019362905,0.011198390275239944,0.021059879159046214
mri_092,chaos_mri_IMG-0013-00006_slice_000,MRI->CT->MRI,0.9226397138559819,30.712039553351612,0.0008487817726956293,0.015719149261713028,0.029133859557148093
mri_093,chaos_mri_IMG-0049-00009_slice_000,MRI->CT->MRI,0.8791707681845575,27.40661377294836,0.0018169317861300419,0.02295493334531784,0.04262548282577033
mri_094,chaos_mri_IMG-0030-00028_slice_000,MRI->CT->MRI,0.9143319960899353,30.85071834859494,0.0008221066574280471,0.013423953205347061,0.028672402365829883
mri_095,chaos_mri_IMG-0040-00044_slice_000,MRI->CT->MRI,0.9402618244196177,30.241790760083088,0.0009458470724960263,0.016817182302474976,0.030754626846964447
mri_096,chaos_mri_IMG-0006-00052_slice_000,MRI->CT->MRI,0.9056417989323139,32.17242030919044,0.0006063982915844292,0.013446362689137459,0.0246251556661969
mri_097,chaos_mri_IMG-0017-00042_slice_000,MRI->CT->MRI,0.9397591576952934,32.9111982446623,0.0005115406789104631,0.011910660192370415,0.02261726506256809
mri_098,chaos_mri_IMG-0016-00034_slice_000,MRI->CT->MRI,0.9564114430763722,31.30780815696989,0.0007399786410299734,0.013069851323962212,0.02720254842896109
mri_099,chaos_mri_IMG-0064-00040_slice_000,MRI->CT->MRI,0.9527489725909233,31.939314127157896,0.0006398358755412936,0.013861315324902534,0.02529497727892424
ct_000,chaos_ct_IMG-0008-00087_slice_000,CT->MRI->CT,0.892823332547903,28.331222993349165,0.0014685126794479367,0.020555905997753143,0.0383211779496395
ct_001,chaos_ct_IMG-0003-00251_slice_000,CT->MRI->CT,0.8922233267227411,28.329938304370632,0.001468947145276012,0.022737957537174225,0.03832684627354581
ct_002,chaos_ct_IMG-0011-00148_slice_000,CT->MRI->CT,0.7595255202968363,21.03541882637742,0.00787876446292954,0.058145321905612946,0.08876240455806467
ct_003,chaos_ct_IMG-0009-00031_slice_000,CT->MRI->CT,0.824502406514883,28.633994318458722,0.001369621510450301,0.021254420280456543,0.03700839783684645
ct_004,chaos_ct_IMG-0006-00126_slice_000,CT->MRI->CT,0.909130958175825,28.92029900041328,0.0012822423005820346,0.01962479203939438,0.03580841103123726
ct_005,chaos_ct_IMG-0009-00027_slice_000,CT->MRI->CT,0.8206964936094004,28.00409267274675,0.0015834003358675126,0.02281741425395012,0.03979196320700341
ct_006,chaos_ct_IMG-0006-00007_slice_000,CT->MRI->CT,0.8997393739080131,28.03894748939134,0.0015707434271313456,0.022937458008527756,0.03963260560613376
ct_007,chaos_ct_IMG-0005-00139_slice_000,CT->MRI->CT,0.8974376646057367,29.446772891009402,0.001135854520797746,0.024040021002292633,0.03370244087299533
ct_008,chaos_ct_IMG-0003-00073_slice_000,CT->MRI->CT,0.9053793350821734,28.724769903705884,0.0013412909973057766,0.019284870475530624,0.03662363986970406
ct_009,chaos_ct_IMG-0002-00007_slice_000,CT->MRI->CT,0.8344087432449921,27.35275164062566,0.001839606078584131,0.030400533229112625,0.042890629263093484
ct_010,chaos_ct_IMG-0007-00219_slice_000,CT->MRI->CT,0.9028320149254054,28.8300588098323,0.0013091641948791454,0.01816936954855919,0.03618237409124981
ct_011,chaos_ct_IMG-0007-00153_slice_000,CT->MRI->CT,0.8989624654218648,27.79316350769511,0.0016622014209303863,0.02150222845375538,0.04077010449987081
ct_012,chaos_ct_IMG-0001-00070_slice_000,CT->MRI->CT,0.8892082190374379,27.614360865863006,0.0017320639130399935,0.023582924157381058,0.041618071952458265
ct_013,chaos_ct_IMG-0011-00184_slice_000,CT->MRI->CT,0.7813754209605195,24.31878957044492,0.0036993126958829755,0.03495849668979645,0.0608219754355527
ct_014,"chaos_ct_i0012,0000b_slice_000",CT->MRI->CT,0.7912240827527269,26.71623517474235,0.002129984693517821,0.030529245734214783,0.04615175720942617
ct_015,chaos_ct_IMG-0001-00147_slice_000,CT->MRI->CT,0.8883158053617477,28.8868466954415,0.0012921571363531535,0.018268059939146042,0.03594658726990858
ct_016,chaos_ct_IMG-0002-00067_slice_000,CT->MRI->CT,0.83639907774508,28.095169099558856,0.0015505404128278943,0.02415391616523266,0.039376902021716925
ct_017,chaos_ct_IMG-0009-00207_slice_000,CT->MRI->CT,0.9106774580759704,30.08777598874871,0.0009799917082511194,0.016879277303814888,0.03130481924961585
ct_018,chaos_ct_IMG-0002-00096_slice_000,CT->MRI->CT,0.8476555815253556,28.513200526379322,0.0014082506078435721,0.020984569564461708,0.037526665290744554
ct_019,chaos_ct_IMG-0012-00096_slice_000,CT->MRI->CT,0.8999399007779062,26.555645240043575,0.0022102198550967133,0.02296927012503147,0.04701297539080794
ct_020,chaos_ct_IMG-0010-00170_slice_000,CT->MRI->CT,0.9131653345524445,29.395906382665366,0.0011492363700913904,0.016479650512337685,0.03390038893716989
ct_021,chaos_ct_IMG-0006-00101_slice_000,CT->MRI->CT,0.9096865280710011,28.495605693810372,0.0014139675107076954,0.020823150873184204,0.037602759349650065
ct_022,chaos_ct_IMG-0009-00079_slice_000,CT->MRI->CT,0.8178985687389672,28.09969940546109,0.0015489238231135775,0.021880347281694412,0.0393563695367545
ct_023,"chaos_ct_i0080,0000b_slice_000",CT->MRI->CT,0.8093451624577567,28.367245758769766,0.0014563824072585762,0.02177320420742035,0.038162578624335336
ct_024,chaos_ct_IMG-0005-00233_slice_000,CT->MRI->CT,0.9054818661247306,29.53993511093589,0.0011117483380775513,0.017178678885102272,0.03334289036777632
ct_025,chaos_ct_IMG-0005-00220_slice_000,CT->MRI->CT,0.9059930582647919,30.358554403282582,0.0009207560044645466,0.017486387863755226,0.030343961581582365
ct_026,chaos_ct_IMG-0009-00077_slice_000,CT->MRI->CT,0.8089798529246729,28.052396138699155,0.0015658868828858858,0.02331865020096302,0.039571288617959936
ct_027,chaos_ct_IMG-0007-00049_slice_000,CT->MRI->CT,0.9019391349442005,30.11703727108617,0.0009734110520560878,0.01713385619223118,0.031199536087193475
ct_028,chaos_ct_IMG-0008-00047_slice_000,CT->MRI->CT,0.879590541317463,28.816879201118475,0.0013131431722714952,0.02439647726714611,0.036237317398939664
ct_029,chaos_ct_IMG-0003-00204_slice_000,CT->MRI->CT,0.8932727614328861,28.952254013700475,0.001272842296977437,0.018542658537626266,0.03567691546332778
ct_030,chaos_ct_IMG-0008-00146_slice_000,CT->MRI->CT,0.887955801602602,27.809474557903755,0.0016559703030798911,0.028187699615955353,0.04069361501611636
ct_031,chaos_ct_DICOM_anon_slice_047,CT->MRI->CT,0.8407645000276063,28.353784281145447,0.001460903642396922,0.02376704290509224,0.038221769221177114
